home,away,result,year
coritiba,sport,0.0,2016
figueirense,flamengo,0.0,2016
palmeiras,corinthians,0.0,2016
atléticomg,cruzeiro,1.0,2016
santacruz,santos,1.0,2016
sãopaulo,vitóriaba,0.0,2016
chapecoense,grêmio,2.0,2016
pontepreta,atléticopr,0.0,2016
santos,sport,0.0,2016
santacruz,figueirense,0.0,2016
botafogo,américamg,0.0,2016
coritiba,palmeiras,2.0,2016
cruzeiro,flamengo,1.0,2016
internacional,atléticomg,0.0,2016
fluminense,corinthians,0.0,2016
palmeiras,santacruz,0.0,2016
atléticopr,santos,0.0,2016
américamg,coritiba,0.0,2016
atléticomg,pontepreta,0.0,2016
vitóriaba,chapecoense,1.0,2016
flamengo,sãopaulo,2.0,2016
corinthians,botafogo,0.0,2016
figueirense,internacional,0.0,2016
sport,fluminense,0.0,2016
grêmio,cruzeiro,0.0,2016
palmeiras,américamg,0.0,2016
pontepreta,cruzeiro,1.0,2016
santacruz,flamengo,1.0,2016
botafogo,figueirense,2.0,2016
atléticomg,corinthians,0.0,2016
fluminense,santos,1.0,2016
chapecoense,atléticopr,2.0,2016
grêmio,vitóriaba,1.0,2016
sãopaulo,sport,2.0,2016
coritiba,internacional,2.0,2016
cruzeiro,palmeiras,0.0,2016
corinthians,santacruz,0.0,2016
américamg,atléticomg,1.0,2016
internacional,botafogo,1.0,2016
atléticopr,grêmio,0.0,2016
santos,sãopaulo,0.0,2016
vitóriaba,pontepreta,2.0,2016
flamengo,fluminense,1.0,2016
figueirense,coritiba,2.0,2016
sport,chapecoense,0.0,2016
vitóriaba,sport,0.0,2016
flamengo,internacional,0.0,2016
grêmio,santos,0.0,2016
coritiba,atléticopr,0.0,2016
chapecoense,cruzeiro,0.0,2016
américamg,corinthians,1.0,2016
sãopaulo,fluminense,0.0,2016
palmeiras,figueirense,0.0,2016
santacruz,pontepreta,1.0,2016
atléticomg,botafogo,0.0,2016
fluminense,coritiba,2.0,2016
atléticopr,américamg,0.0,2016
cruzeiro,vitóriaba,2.0,2016
internacional,grêmio,1.0,2016
corinthians,flamengo,0.0,2016
santos,chapecoense,0.0,2016
botafogo,santacruz,0.0,2016
pontepreta,sãopaulo,0.0,2016
figueirense,atléticomg,2.0,2016
sport,palmeiras,1.0,2016
coritiba,botafogo,2.0,2016
chapecoense,corinthians,1.0,2016
pontepreta,sport,0.0,2016
flamengo,atléticomg,0.0,2016
grêmio,figueirense,0.0,2016
sãopaulo,américamg,0.0,2016
santacruz,internacional,0.0,2016
vitóriaba,fluminense,2.0,2016
cruzeiro,atléticopr,1.0,2016
palmeiras,santos,2.0,2016
botafogo,flamengo,2.0,2016
santos,pontepreta,0.0,2016
américamg,santacruz,1.0,2016
internacional,palmeiras,1.0,2016
atléticopr,vitóriaba,2.0,2016
figueirense,chapecoense,2.0,2016
fluminense,cruzeiro,0.0,2016
corinthians,sãopaulo,2.0,2016
sport,grêmio,0.0,2016
atléticomg,coritiba,0.0,2016
corinthians,figueirense,2.0,2016
santacruz,coritiba,1.0,2016
palmeiras,atléticomg,1.0,2016
pontepreta,internacional,2.0,2016
cruzeiro,sport,1.0,2016
grêmio,sãopaulo,0.0,2016
atléticopr,fluminense,0.0,2016
chapecoense,botafogo,0.0,2016
vitóriaba,santos,1.0,2016
flamengo,américamg,0.0,2016
sport,atléticopr,0.0,2016
figueirense,vitóriaba,0.0,2016
atléticomg,santacruz,0.0,2016
fluminense,pontepreta,0.0,2016
sãopaulo,chapecoense,2.0,2016
internacional,corinthians,1.0,2016
santos,cruzeiro,0.0,2016
coritiba,flamengo,1.0,2016
américamg,grêmio,2.0,2016
botafogo,palmeiras,0.0,2016
vitóriaba,coritiba,0.0,2016
sport,américamg,2.0,2016
santos,flamengo,2.0,2016
atléticopr,corinthians,0.0,2016
pontepreta,botafogo,0.0,2016
grêmio,santacruz,2.0,2016
sãopaulo,atléticomg,1.0,2016
cruzeiro,internacional,0.0,2016
chapecoense,palmeiras,2.0,2016
fluminense,figueirense,0.0,2016
flamengo,atléticopr,0.0,2016
américamg,santos,0.0,2016
coritiba,pontepreta,0.0,2016
palmeiras,vitóriaba,0.0,2016
santacruz,sãopaulo,1.0,2016
internacional,fluminense,2.0,2016
figueirense,sport,2.0,2016
atléticomg,chapecoense,0.0,2016
corinthians,cruzeiro,2.0,2016
botafogo,grêmio,0.0,2016
sport,flamengo,0.0,2016
pontepreta,figueirense,0.0,2016
grêmio,corinthians,0.0,2016
fluminense,américamg,0.0,2016
santos,atléticomg,0.0,2016
cruzeiro,coritiba,2.0,2016
vitóriaba,santacruz,2.0,2016
sãopaulo,botafogo,1.0,2016
atléticopr,palmeiras,1.0,2016
chapecoense,internacional,0.0,2016
américamg,chapecoense,1.0,2016
botafogo,sport,0.0,2016
flamengo,grêmio,0.0,2016
atléticomg,atléticopr,0.0,2016
internacional,sãopaulo,2.0,2016
palmeiras,pontepreta,2.0,2016
santacruz,fluminense,1.0,2016
coritiba,santos,0.0,2016
figueirense,cruzeiro,1.0,2016
corinthians,vitóriaba,0.0,2016
pontepreta,corinthians,0.0,2016
santos,figueirense,1.0,2016
cruzeiro,santacruz,0.0,2016
grêmio,atléticomg,2.0,2016
chapecoense,flamengo,1.0,2016
fluminense,palmeiras,1.0,2016
sãopaulo,coritiba,2.0,2016
vitóriaba,américamg,0.0,2016
sport,internacional,2.0,2016
atléticopr,botafogo,0.0,2016
botafogo,fluminense,0.0,2016
santacruz,chapecoense,2.0,2016
figueirense,atléticopr,0.0,2016
atléticomg,vitóriaba,0.0,2016
palmeiras,sãopaulo,0.0,2016
flamengo,pontepreta,0.0,2016
coritiba,grêmio,0.0,2016
corinthians,sport,0.0,2016
internacional,santos,0.0,2016
américamg,cruzeiro,1.0,2016
vitóriaba,flamengo,1.0,2016
chapecoense,coritiba,0.0,2016
sãopaulo,figueirense,0.0,2016
santos,corinthians,0.0,2016
cruzeiro,botafogo,1.0,2016
sport,santacruz,0.0,2016
atléticopr,internacional,0.0,2016
grêmio,palmeiras,2.0,2016
pontepreta,américamg,2.0,2016
fluminense,atléticomg,0.0,2016
botafogo,santos,1.0,2016
figueirense,américamg,2.0,2016
pontepreta,grêmio,0.0,2016
santacruz,atléticopr,0.0,2016
coritiba,corinthians,2.0,2016
palmeiras,flamengo,2.0,2016
atléticomg,sport,0.0,2016
fluminense,chapecoense,1.0,2016
sãopaulo,cruzeiro,0.0,2016
internacional,vitóriaba,1.0,2016
corinthians,palmeiras,1.0,2016
flamengo,figueirense,0.0,2016
sport,coritiba,1.0,2016
cruzeiro,atléticomg,2.0,2016
grêmio,fluminense,1.0,2016
atléticopr,sãopaulo,0.0,2016
chapecoense,pontepreta,2.0,2016
vitóriaba,botafogo,1.0,2016
santos,santacruz,0.0,2016
américamg,internacional,0.0,2016
palmeiras,coritiba,0.0,2016
sport,santos,0.0,2016
américamg,botafogo,0.0,2016
figueirense,santacruz,0.0,2016
atléticopr,pontepreta,0.0,2016
grêmio,chapecoense,0.0,2016
vitóriaba,sãopaulo,0.0,2016
flamengo,cruzeiro,0.0,2016
corinthians,fluminense,1.0,2016
atléticomg,internacional,0.0,2016
fluminense,sport,0.0,2016
sãopaulo,flamengo,2.0,2016
santos,atléticopr,0.0,2016
chapecoense,vitóriaba,1.0,2016
pontepreta,atléticomg,1.0,2016
botafogo,corinthians,0.0,2016
cruzeiro,grêmio,0.0,2016
internacional,figueirense,0.0,2016
santacruz,palmeiras,1.0,2016
coritiba,américamg,0.0,2016
atléticopr,chapecoense,0.0,2016
vitóriaba,grêmio,1.0,2016
santos,fluminense,0.0,2016
corinthians,atléticomg,2.0,2016
sport,sãopaulo,2.0,2016
internacional,coritiba,0.0,2016
cruzeiro,pontepreta,0.0,2016
flamengo,santacruz,0.0,2016
figueirense,botafogo,1.0,2016
américamg,palmeiras,1.0,2016
chapecoense,sport,0.0,2016
coritiba,figueirense,2.0,2016
santacruz,corinthians,1.0,2016
botafogo,internacional,0.0,2016
pontepreta,vitóriaba,0.0,2016
palmeiras,cruzeiro,2.0,2016
atléticomg,américamg,0.0,2016
grêmio,atléticopr,0.0,2016
fluminense,flamengo,1.0,2016
sãopaulo,santos,1.0,2016
botafogo,atléticomg,0.0,2016
cruzeiro,chapecoense,2.0,2016
internacional,flamengo,0.0,2016
atléticopr,coritiba,0.0,2016
figueirense,palmeiras,1.0,2016
pontepreta,santacruz,0.0,2016
corinthians,américamg,0.0,2016
santos,grêmio,2.0,2016
sport,vitóriaba,0.0,2016
fluminense,sãopaulo,1.0,2016
santacruz,botafogo,1.0,2016
sãopaulo,pontepreta,0.0,2016
palmeiras,sport,0.0,2016
grêmio,internacional,2.0,2016
vitóriaba,cruzeiro,1.0,2016
flamengo,corinthians,2.0,2016
coritiba,fluminense,2.0,2016
chapecoense,santos,1.0,2016
atléticomg,figueirense,0.0,2016
américamg,atléticopr,0.0,2016
sport,pontepreta,0.0,2016
fluminense,vitóriaba,2.0,2016
corinthians,chapecoense,2.0,2016
atléticomg,flamengo,2.0,2016
atléticopr,cruzeiro,0.0,2016
internacional,santacruz,2.0,2016
botafogo,coritiba,2.0,2016
santos,palmeiras,0.0,2016
figueirense,grêmio,2.0,2016
américamg,sãopaulo,0.0,2016
flamengo,botafogo,2.0,2016
sãopaulo,corinthians,0.0,2016
pontepreta,santos,1.0,2016
santacruz,américamg,0.0,2016
vitóriaba,atléticopr,0.0,2016
palmeiras,internacional,0.0,2016
cruzeiro,fluminense,0.0,2016
coritiba,atléticomg,0.0,2016
chapecoense,figueirense,0.0,2016
grêmio,sport,1.0,2016
fluminense,atléticopr,2.0,2016
botafogo,chapecoense,1.0,2016
coritiba,santacruz,0.0,2016
figueirense,corinthians,2.0,2016
américamg,flamengo,1.0,2016
sport,cruzeiro,1.0,2016
sãopaulo,grêmio,2.0,2016
santos,vitóriaba,0.0,2016
atléticomg,palmeiras,2.0,2016
internacional,pontepreta,2.0,2016
vitóriaba,figueirense,0.0,2016
palmeiras,botafogo,0.0,2016
cruzeiro,santos,2.0,2016
grêmio,américamg,0.0,2016
atléticopr,sport,0.0,2016
pontepreta,fluminense,0.0,2016
santacruz,atléticomg,2.0,2016
chapecoense,sãopaulo,0.0,2016
flamengo,coritiba,2.0,2016
corinthians,internacional,0.0,2016
botafogo,pontepreta,2.0,2016
américamg,sport,2.0,2016
corinthians,atléticopr,2.0,2016
palmeiras,chapecoense,0.0,2016
atléticomg,sãopaulo,1.0,2016
internacional,cruzeiro,0.0,2016
flamengo,santos,0.0,2016
figueirense,fluminense,0.0,2016
santacruz,grêmio,0.0,2016
coritiba,vitóriaba,1.0,2016
vitóriaba,palmeiras,1.0,2016
fluminense,internacional,2.0,2016
sãopaulo,santacruz,0.0,2016
santos,américamg,0.0,2016
cruzeiro,corinthians,0.0,2016
grêmio,botafogo,1.0,2016
atléticopr,flamengo,2.0,2016
pontepreta,coritiba,0.0,2016
sport,figueirense,0.0,2016
